artifact_type,original_path,instance_id,run_index,timestamp,sha256,instance_sha256,status,related_log,related_checkpoint,checkpoint_sha256,evidence_smoke,classification_confidence,proposed_destination
raw_json,experiments/exp10_stochastic_robustness/raw/drmaciver/drmaciver_r20_60_run00.json,r20_60,0,2026-06-11T17:59:14Z,a486b8e4cb2095473bae64d0c2417d4b439feee47181ccc0e957cb942dd91641,89214060ba2844884e5fd4d23b406387765ad803b20d0585f5f7c86a0ff89c65,ok,logs/validation_result.json (environment validation 2026-06-11T17:56:01Z),experiments/exp10_stochastic_robustness/checkpoints/drmaciver_r20_60_run00.done,d117fa006ba9208500b2930ce69cbde436c647afa917cb7396a9bc9111a46dd2,"instance in documented smoke trio (stg,r20_60,s27); run_index 0..2 matches --smoke n_reps=3; matches run_drmaciver_repetitions.py --smoke schedule exactly; timestamp matches documented smoke-test window (2026-06-11T17:59Z); git_commit matches frozen EXP10 HEAD",high,experiments/exp10_stochastic_robustness/smoke_archive/drmaciver/raw/drmaciver_r20_60_run00.json
checkpoint,experiments/exp10_stochastic_robustness/checkpoints/drmaciver_r20_60_run00.done,r20_60,0,2026-06-11T17:59:14Z,d117fa006ba9208500b2930ce69cbde436c647afa917cb7396a9bc9111a46dd2,89214060ba2844884e5fd4d23b406387765ad803b20d0585f5f7c86a0ff89c65,ok,logs/validation_result.json (environment validation 2026-06-11T17:56:01Z),experiments/exp10_stochastic_robustness/checkpoints/drmaciver_r20_60_run00.done,d117fa006ba9208500b2930ce69cbde436c647afa917cb7396a9bc9111a46dd2,"instance in documented smoke trio (stg,r20_60,s27); run_index 0..2 matches --smoke n_reps=3; matches run_drmaciver_repetitions.py --smoke schedule exactly; timestamp matches documented smoke-test window (2026-06-11T17:59Z); git_commit matches frozen EXP10 HEAD",high,experiments/exp10_stochastic_robustness/smoke_archive/drmaciver/checkpoints/drmaciver_r20_60_run00.done
raw_json,experiments/exp10_stochastic_robustness/raw/drmaciver/drmaciver_r20_60_run01.json,r20_60,1,2026-06-11T17:59:14Z,1277285f11c1473c6ef59e44310b851560ed8bd86f0cf79e1d21fc137ef4769a,89214060ba2844884e5fd4d23b406387765ad803b20d0585f5f7c86a0ff89c65,ok,logs/validation_result.json (environment validation 2026-06-11T17:56:01Z),experiments/exp10_stochastic_robustness/checkpoints/drmaciver_r20_60_run01.done,d117fa006ba9208500b2930ce69cbde436c647afa917cb7396a9bc9111a46dd2,"instance in documented smoke trio (stg,r20_60,s27); run_index 0..2 matches --smoke n_reps=3; matches run_drmaciver_repetitions.py --smoke schedule exactly; timestamp matches documented smoke-test window (2026-06-11T17:59Z); git_commit matches frozen EXP10 HEAD",high,experiments/exp10_stochastic_robustness/smoke_archive/drmaciver/raw/drmaciver_r20_60_run01.json
checkpoint,experiments/exp10_stochastic_robustness/checkpoints/drmaciver_r20_60_run01.done,r20_60,1,2026-06-11T17:59:14Z,d117fa006ba9208500b2930ce69cbde436c647afa917cb7396a9bc9111a46dd2,89214060ba2844884e5fd4d23b406387765ad803b20d0585f5f7c86a0ff89c65,ok,logs/validation_result.json (environment validation 2026-06-11T17:56:01Z),experiments/exp10_stochastic_robustness/checkpoints/drmaciver_r20_60_run01.done,d117fa006ba9208500b2930ce69cbde436c647afa917cb7396a9bc9111a46dd2,"instance in documented smoke trio (stg,r20_60,s27); run_index 0..2 matches --smoke n_reps=3; matches run_drmaciver_repetitions.py --smoke schedule exactly; timestamp matches documented smoke-test window (2026-06-11T17:59Z); git_commit matches frozen EXP10 HEAD",high,experiments/exp10_stochastic_robustness/smoke_archive/drmaciver/checkpoints/drmaciver_r20_60_run01.done
raw_json,experiments/exp10_stochastic_robustness/raw/drmaciver/drmaciver_r20_60_run02.json,r20_60,2,2026-06-11T17:59:14Z,1f6083135e1017f9fb7bdef755062f1fa6908b78fc5a259a550e1704d421916d,89214060ba2844884e5fd4d23b406387765ad803b20d0585f5f7c86a0ff89c65,ok,logs/validation_result.json (environment validation 2026-06-11T17:56:01Z),experiments/exp10_stochastic_robustness/checkpoints/drmaciver_r20_60_run02.done,d117fa006ba9208500b2930ce69cbde436c647afa917cb7396a9bc9111a46dd2,"instance in documented smoke trio (stg,r20_60,s27); run_index 0..2 matches --smoke n_reps=3; matches run_drmaciver_repetitions.py --smoke schedule exactly; timestamp matches documented smoke-test window (2026-06-11T17:59Z); git_commit matches frozen EXP10 HEAD",high,experiments/exp10_stochastic_robustness/smoke_archive/drmaciver/raw/drmaciver_r20_60_run02.json
checkpoint,experiments/exp10_stochastic_robustness/checkpoints/drmaciver_r20_60_run02.done,r20_60,2,2026-06-11T17:59:14Z,d117fa006ba9208500b2930ce69cbde436c647afa917cb7396a9bc9111a46dd2,89214060ba2844884e5fd4d23b406387765ad803b20d0585f5f7c86a0ff89c65,ok,logs/validation_result.json (environment validation 2026-06-11T17:56:01Z),experiments/exp10_stochastic_robustness/checkpoints/drmaciver_r20_60_run02.done,d117fa006ba9208500b2930ce69cbde436c647afa917cb7396a9bc9111a46dd2,"instance in documented smoke trio (stg,r20_60,s27); run_index 0..2 matches --smoke n_reps=3; matches run_drmaciver_repetitions.py --smoke schedule exactly; timestamp matches documented smoke-test window (2026-06-11T17:59Z); git_commit matches frozen EXP10 HEAD",high,experiments/exp10_stochastic_robustness/smoke_archive/drmaciver/checkpoints/drmaciver_r20_60_run02.done
raw_json,experiments/exp10_stochastic_robustness/raw/drmaciver/drmaciver_s27_run00.json,s27,0,2026-06-11T17:59:15Z,00cbe9dd654f51587b448316eb1baf381b310a9e1a00fe7bb7d5915a6c7d353b,6e13dd58a5a1c6b39b90f5ea7fc97045ec462fd6e17be1d17ce4dccb8419b953,ok,logs/validation_result.json (environment validation 2026-06-11T17:56:01Z),experiments/exp10_stochastic_robustness/checkpoints/drmaciver_s27_run00.done,d117fa006ba9208500b2930ce69cbde436c647afa917cb7396a9bc9111a46dd2,"instance in documented smoke trio (stg,r20_60,s27); run_index 0..2 matches --smoke n_reps=3; matches run_drmaciver_repetitions.py --smoke schedule exactly; timestamp matches documented smoke-test window (2026-06-11T17:59Z); git_commit matches frozen EXP10 HEAD",high,experiments/exp10_stochastic_robustness/smoke_archive/drmaciver/raw/drmaciver_s27_run00.json
checkpoint,experiments/exp10_stochastic_robustness/checkpoints/drmaciver_s27_run00.done,s27,0,2026-06-11T17:59:15Z,d117fa006ba9208500b2930ce69cbde436c647afa917cb7396a9bc9111a46dd2,6e13dd58a5a1c6b39b90f5ea7fc97045ec462fd6e17be1d17ce4dccb8419b953,ok,logs/validation_result.json (environment validation 2026-06-11T17:56:01Z),experiments/exp10_stochastic_robustness/checkpoints/drmaciver_s27_run00.done,d117fa006ba9208500b2930ce69cbde436c647afa917cb7396a9bc9111a46dd2,"instance in documented smoke trio (stg,r20_60,s27); run_index 0..2 matches --smoke n_reps=3; matches run_drmaciver_repetitions.py --smoke schedule exactly; timestamp matches documented smoke-test window (2026-06-11T17:59Z); git_commit matches frozen EXP10 HEAD",high,experiments/exp10_stochastic_robustness/smoke_archive/drmaciver/checkpoints/drmaciver_s27_run00.done
raw_json,experiments/exp10_stochastic_robustness/raw/drmaciver/drmaciver_s27_run01.json,s27,1,2026-06-11T17:59:15Z,4a2473ac01548bddf129f30228ee02912fa9fae9c05cb059998e01f4d5392161,6e13dd58a5a1c6b39b90f5ea7fc97045ec462fd6e17be1d17ce4dccb8419b953,ok,logs/validation_result.json (environment validation 2026-06-11T17:56:01Z),experiments/exp10_stochastic_robustness/checkpoints/drmaciver_s27_run01.done,d117fa006ba9208500b2930ce69cbde436c647afa917cb7396a9bc9111a46dd2,"instance in documented smoke trio (stg,r20_60,s27); run_index 0..2 matches --smoke n_reps=3; matches run_drmaciver_repetitions.py --smoke schedule exactly; timestamp matches documented smoke-test window (2026-06-11T17:59Z); git_commit matches frozen EXP10 HEAD",high,experiments/exp10_stochastic_robustness/smoke_archive/drmaciver/raw/drmaciver_s27_run01.json
checkpoint,experiments/exp10_stochastic_robustness/checkpoints/drmaciver_s27_run01.done,s27,1,2026-06-11T17:59:15Z,d117fa006ba9208500b2930ce69cbde436c647afa917cb7396a9bc9111a46dd2,6e13dd58a5a1c6b39b90f5ea7fc97045ec462fd6e17be1d17ce4dccb8419b953,ok,logs/validation_result.json (environment validation 2026-06-11T17:56:01Z),experiments/exp10_stochastic_robustness/checkpoints/drmaciver_s27_run01.done,d117fa006ba9208500b2930ce69cbde436c647afa917cb7396a9bc9111a46dd2,"instance in documented smoke trio (stg,r20_60,s27); run_index 0..2 matches --smoke n_reps=3; matches run_drmaciver_repetitions.py --smoke schedule exactly; timestamp matches documented smoke-test window (2026-06-11T17:59Z); git_commit matches frozen EXP10 HEAD",high,experiments/exp10_stochastic_robustness/smoke_archive/drmaciver/checkpoints/drmaciver_s27_run01.done
